Sede,Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
DEL,DEL1026,15/06/2026,20,PLY-705,1,39.06,54.36,59.8,51.64,54.36,Plywood,54.36
DEL,DEL1026,15/06/2026,30,TUB-242,2,39.54,57.11,62.82,54.25,57.11,Tuberías,114.22
DEL,DEL1026,15/06/2026,40,CEM-338,2,26.07,40.18,44.2,38.17,40.18,Cemento,80.36
DEL,DEL1027,08/09/2025,10,ELÉ-901,5,29.29,38.15,41.97,36.24,38.15,Eléctrico,190.75
DEL,DEL1027,08/09/2025,20,CEM-392,1,15.52,20.8,22.88,19.76,20.8,Cemento,20.8
DEL,DEL1027,08/09/2025,30,ACA-459,1,31.53,42.59,46.85,40.46,42.59,Acabados,42.59
DEL,DEL1028,24/02/2026,10,PLY-338,3,14.96,21.86,24.05,20.77,21.86,Plywood,65.58
DEL,DEL1028,24/02/2026,20,CEM-662,1,27.57,41.28,45.41,39.22,41.28,Cemento,41.28
DEL,DEL1028,24/02/2026,30,TUB-755,2,33.81,64.21,70.63,61.0,64.21,Tuberías,128.42
DEL,DEL1029,09/02/2025,10,CEM-666,2,17.28,30.35,33.39,28.83,30.35,Cemento,60.7
DEL,DEL1029,09/02/2025,20,PLY-144,1,31.43,57.44,63.18,54.57,57.44,Plywood,57.44
DEL,DEL1029,09/02/2025,30,PLY-579,1,27.58,48.96,53.86,46.51,48.96,Plywood,48.96
DEL,DEL1029,09/02/2025,40,CEM-203,2,27.77,37.5,41.25,35.62,37.5,Cemento,75.0
DEL,DEL1030,13/04/2025,10,PLY-188,1,22.77,39.55,43.51,37.57,39.55,Plywood,39.55
DEL,DEL1030,13/04/2025,20,CEM-166,5,28.51,50.04,55.04,47.54,50.04,Cemento,250.2
DEL,DEL1030,13/04/2025,30,PLY-663,2,27.66,41.11,45.22,39.05,41.11,Plywood,82.22
DEL,DEL1030,13/04/2025,40,PIN-560,2,36.23,68.19,75.01,64.78,68.19,Pinturas,136.38
DEL,DEL1031,20/02/2026,10,PIN-611,3,16.52,24.23,26.65,23.02,24.23,Pinturas,72.69
DEL,DEL1032,18/01/2025,10,ELÉ-363,1,38.59,65.38,71.92,62.11,65.38,Eléctrico,65.38
DEL,DEL1032,18/01/2025,20,CEM-235,1,39.64,55.3,60.83,52.53,55.3,Cemento,55.3
DEL,DEL1032,18/01/2025,30,CEM-118,2,20.83,36.44,40.08,34.62,36.44,Cemento,72.88
DEL,DEL1032,18/01/2025,40,PLY-789,4,11.14,15.35,16.89,14.58,15.35,Plywood,61.4
DEL,DEL1033,17/05/2025,10,CEM-533,4,26.24,34.9,38.39,33.15,34.9,Cemento,139.6
DEL,DEL1034,21/03/2026,10,PIN-789,3,22.62,29.95,32.95,28.45,29.95,Pinturas,89.85
DEL,DEL1034,21/03/2026,20,PLY-397,3,10.78,14.61,16.07,13.88,14.61,Plywood,43.83
DEL,DEL1035,09/02/2025,10,CEM-374,1,22.94,32.84,36.12,31.2,32.84,Cemento,32.84
DEL,DEL1035,09/02/2025,20,TUB-128,1,24.25,32.36,35.6,30.74,32.36,Tuberías,32.36
DEL,DEL1035,09/02/2025,30,PLY-147,4,38.74,57.07,62.78,54.22,57.07,Plywood,228.28
DEL,DEL1036,23/02/2025,10,PIN-414,3,10.77,17.17,18.89,16.31,17.17,Pinturas,51.51
DEL,DEL1036,23/02/2025,20,PLY-189,4,14.77,21.72,23.89,20.63,21.72,Plywood,86.88
DEL,DEL1036,23/02/2025,30,CEM-670,1,24.28,38.44,42.28,36.52,38.44,Cemento,38.44
DEL,DEL1036,23/02/2025,40,ACE-580,1,38.41,60.25,66.28,57.24,60.25,Acero,60.25
DEL,DEL1037,06/10/2025,10,PLY-150,3,27.99,37.3,41.03,35.43,37.3,Plywood,111.9
DEL,DEL1037,06/10/2025,20,CEM-828,2,18.73,31.11,34.22,29.55,31.11,Cemento,62.22
DEL,DEL1037,06/10/2025,30,PLY-892,2,21.13,32.03,35.23,30.43,32.03,Plywood,64.06
DEL,DEL1038,24/12/2025,10,ACE-372,2,38.7,66.29,72.92,62.98,66.29,Acero,132.58
DEL,DEL1038,24/12/2025,20,PLY-101,4,16.88,25.95,28.55,24.65,25.95,Plywood,103.8
DEL,DEL1039,31/08/2025,10,PLY-516,2,21.01,34.54,37.99,32.81,34.54,Plywood,69.08
DEL,DEL1039,31/08/2025,20,FER-822,3,22.04,41.6,45.76,39.52,41.6,Ferretería,124.8
DEL,DEL1039,31/08/2025,30,TUB-406,2,12.37,17.62,19.38,16.74,17.62,Tuberías,35.24
DEL,DEL1040,24/02/2026,10,TUB-505,1,6.35,8.33,9.16,7.91,8.33,Tuberías,8.33
DEL,DEL1040,24/02/2026,20,ELÉ-451,3,14.8,20.21,22.23,19.2,20.21,Eléctrico,60.63
DEL,DEL1040,24/02/2026,30,PLY-164,2,30.15,39.46,43.41,37.49,39.46,Plywood,78.92
DEL,DEL1041,09/11/2025,10,PLY-592,1,8.16,14.32,15.75,13.6,14.32,Plywood,14.32
DEL,DEL1041,09/11/2025,20,ACA-937,3,22.05,41.31,45.44,39.24,41.31,Acabados,123.93
DEL,DEL1041,09/11/2025,30,ACA-740,2,29.11,49.12,54.03,46.66,49.12,Acabados,98.24
DEL,DEL1042,03/11/2025,10,CEM-492,1,10.67,16.31,17.94,15.49,16.31,Cemento,16.31
DEL,DEL1042,03/11/2025,20,PLY-526,1,12.74,18.17,19.99,17.26,18.17,Plywood,18.17
DEL,DEL1042,03/11/2025,30,PLY-526,3,13.28,23.75,26.13,22.56,23.75,Plywood,71.25
DEL,DEL1043,20/04/2026,10,PLY-131,4,13.35,19.99,21.99,18.99,19.99,Plywood,79.96
DEL,DEL1043,20/04/2026,20,CEM-859,2,16.54,30.65,33.72,29.12,30.65,Cemento,61.3
DEL,DEL1043,20/04/2026,30,CEM-420,1,5.93,8.32,9.15,7.9,8.32,Cemento,8.32
DEL,DEL1044,23/02/2025,10,CEM-689,3,11.82,19.59,21.55,18.61,19.59,Cemento,58.77
DEL,DEL1044,23/02/2025,20,CEM-636,2,31.17,47.91,52.7,45.51,47.91,Cemento,95.82
DEL,DEL1044,23/02/2025,30,TUB-322,1,20.23,38.24,42.06,36.33,38.24,Tuberías,38.24
DEL,DEL1045,27/03/2026,10,PLY-559,4,14.9,23.5,25.85,22.32,23.5,Plywood,94.0
DEL,DEL1045,27/03/2026,20,TUB-461,1,13.01,19.13,21.04,18.17,19.13,Tuberías,19.13
DEL,DEL1046,30/06/2025,10,PIN-692,2,10.41,15.44,16.98,14.67,15.44,Pinturas,30.88
DEL,DEL1046,30/06/2025,20,CEM-735,5,5.6,9.93,10.92,9.43,9.93,Cemento,49.65
DEL,DEL1046,30/06/2025,30,PLY-137,5,38.67,69.84,76.82,66.35,69.84,Plywood,349.2
DEL,DEL1047,08/03/2026,10,CEM-739,5,31.04,55.89,61.48,53.1,55.89,Cemento,279.45
DEL,DEL1047,08/03/2026,20,CEM-904,3,32.48,44.26,48.69,42.05,44.26,Cemento,132.78
DEL,DEL1047,08/03/2026,30,PLY-764,5,25.93,39.02,42.92,37.07,39.02,Plywood,195.1
DEL,DEL1048,24/02/2026,10,ACE-277,5,25.59,45.13,49.64,42.87,45.13,Acero,225.65
DEL,DEL1048,24/02/2026,20,CEM-937,4,25.31,34.55,38.01,32.82,34.55,Cemento,138.2
DEL,DEL1048,24/02/2026,30,HER-432,5,26.55,40.31,44.34,38.29,40.31,Herramientas,201.55
DEL,DEL1048,24/02/2026,40,CEM-689,1,17.37,24.44,26.88,23.22,24.44,Cemento,24.44
DEL,DEL1049,09/02/2026,10,CEM-633,3,28.06,52.33,57.56,49.71,52.33,Cemento,156.99
DEL,DEL1049,09/02/2026,20,ACE-505,5,27.64,37.8,41.58,35.91,37.8,Acero,189.0
DEL,DEL1050,28/02/2025,10,ELÉ-936,5,28.23,51.11,56.22,48.55,51.11,Eléctrico,255.55
DEL,DEL1050,28/02/2025,20,CEM-243,2,18.42,31.92,35.11,30.32,31.92,Cemento,63.84
DEL,DEL1050,28/02/2025,30,PIN-210,4,6.48,11.64,12.8,11.06,11.64,Pinturas,46.56
DEL,DEL1051,01/05/2026,10,PIN-913,5,29.87,44.24,48.66,42.03,44.24,Pinturas,221.2
DEL,DEL1051,01/05/2026,20,HER-284,5,24.65,36.1,39.71,34.3,36.1,Herramientas,180.5
DEL,DEL1051,01/05/2026,30,TUB-186,1,21.04,39.32,43.25,37.35,39.32,Tuberías,39.32
DEL,DEL1052,01/05/2026,10,CEM-611,2,37.69,69.66,76.63,66.18,69.66,Cemento,139.32
DEL,DEL1052,01/05/2026,20,ELÉ-379,1,24.76,34.65,38.12,32.92,34.65,Eléctrico,34.65
DEL,DEL1052,01/05/2026,30,CEM-394,5,18.01,26.82,29.5,25.48,26.82,Cemento,134.1
DEL,DEL1053,30/12/2025,10,ACE-567,3,21.34,28.7,31.57,27.26,28.7,Acero,86.1
DEL,DEL1053,30/12/2025,20,CEM-432,3,8.23,11.86,13.05,11.27,11.86,Cemento,35.58
DEL,DEL1053,30/12/2025,30,CEM-803,4,31.1,45.3,49.83,43.03,45.3,Cemento,181.2
DEL,DEL1053,30/12/2025,40,TUB-810,2,27.54,45.05,49.55,42.8,45.05,Tuberías,90.1
DEL,DEL1054,27/02/2026,10,TUB-803,3,5.22,7.26,7.99,6.9,7.26,Tuberías,21.78
DEL,DEL1054,27/02/2026,20,TUB-275,4,7.26,10.18,11.2,9.67,10.18,Tuberías,40.72
DEL,DEL1054,27/02/2026,30,CEM-621,1,25.41,45.27,49.8,43.01,45.27,Cemento,45.27
DEL,DEL1054,27/02/2026,40,CEM-666,2,12.19,20.75,22.83,19.71,20.75,Cemento,41.5
DEL,DEL1055,19/10/2025,10,PIN-411,1,21.35,36.01,39.61,34.21,36.01,Pinturas,36.01
DEL,DEL1056,26/09/2025,10,TUB-664,4,10.83,14.76,16.24,14.02,14.76,Tuberías,59.04
DEL,DEL1057,23/03/2025,10,ACA-546,2,21.89,35.44,38.98,33.67,35.44,Acabados,70.88
DEL,DEL1057,23/03/2025,20,PLY-494,2,23.81,45.12,49.63,42.86,45.12,Plywood,90.24
DEL,DEL1057,23/03/2025,30,TUB-327,4,9.25,12.62,13.88,11.99,12.62,Tuberías,50.48
DEL,DEL1057,23/03/2025,40,CEM-616,5,38.13,68.53,75.38,65.1,68.53,Cemento,342.65
DEL,DEL1058,30/04/2026,10,HER-451,4,19.82,35.33,38.86,33.56,35.33,Herramientas,141.32
DEL,DEL1058,30/04/2026,20,PLY-638,5,24.38,32.74,36.01,31.1,32.74,Plywood,163.7
DEL,DEL1058,30/04/2026,30,CEM-637,2,22.27,29.87,32.86,28.38,29.87,Cemento,59.74
DEL,DEL1059,13/05/2025,10,PLY-587,2,35.38,46.68,51.35,44.35,46.68,Plywood,93.36
DEL,DEL1060,01/03/2025,10,TUB-485,4,32.19,55.81,61.39,53.02,55.81,Tuberías,223.24
DEL,DEL1061,26/06/2026,10,PLY-272,3,18.35,26.6,29.26,25.27,26.6,Plywood,79.8
DEL,DEL1061,26/06/2026,20,PLY-865,5,34.7,55.87,61.46,53.08,55.87,Plywood,279.35
DEL,DEL1062,29/01/2026,10,CEM-883,1,32.17,56.08,61.69,53.28,56.08,Cemento,56.08
DEL,DEL1062,29/01/2026,20,PLY-340,3,23.49,41.15,45.27,39.09,41.15,Plywood,123.45
DEL,DEL1062,29/01/2026,30,ACE-782,1,35.34,57.81,63.59,54.92,57.81,Acero,57.81
DEL,DEL1062,29/01/2026,40,ACE-382,1,36.23,60.98,67.08,57.93,60.98,Acero,60.98
DEL,DEL1063,23/08/2025,10,CEM-717,2,26.42,45.73,50.3,43.44,45.73,Cemento,91.46
DEL,DEL1063,23/08/2025,20,PLY-562,2,20.78,30.5,33.55,28.97,30.5,Plywood,61.0
DEL,DEL1063,23/08/2025,30,CEM-682,4,5.33,8.73,9.6,8.29,8.73,Cemento,34.92
DEL,DEL1063,23/08/2025,40,PLY-776,4,28.21,50.09,55.1,47.59,50.09,Plywood,200.36
DEL,DEL1064,29/01/2026,10,PLY-896,3,8.93,14.87,16.36,14.13,14.87,Plywood,44.61
DEL,DEL1064,29/01/2026,20,SEG-261,3,36.7,69.59,76.55,66.11,69.59,Seguridad,208.77
DEL,DEL1064,29/01/2026,30,PLY-105,3,22.18,38.98,42.88,37.03,38.98,Plywood,116.94
DEL,DEL1064,29/01/2026,40,TUB-294,4,15.86,27.76,30.54,26.37,27.76,Tuberías,111.04
DEL,DEL1065,03/03/2026,10,PIN-674,4,19.31,32.84,36.12,31.2,32.84,Pinturas,131.36
DEL,DEL1065,03/03/2026,20,SEG-617,5,25.82,36.03,39.63,34.23,36.03,Seguridad,180.15
DEL,DEL1065,03/03/2026,30,TUB-832,2,12.65,22.48,24.73,21.36,22.48,Tuberías,44.96
DEL,DEL1065,03/03/2026,40,PLY-868,5,6.65,11.84,13.02,11.25,11.84,Plywood,59.2
DEL,DEL1066,30/03/2026,10,TUB-851,3,31.27,48.13,52.94,45.72,48.13,Tuberías,144.39
DEL,DEL1067,05/06/2025,10,TUB-250,5,19.6,36.24,39.86,34.43,36.24,Tuberías,181.2
DEL,DEL1067,05/06/2025,20,ACE-473,5,24.1,43.75,48.13,41.56,43.75,Acero,218.75
DEL,DEL1068,24/12/2025,10,TUB-876,4,14.46,24.77,27.25,23.53,24.77,Tuberías,99.08
DEL,DEL1068,24/12/2025,20,PLY-681,1,27.82,38.0,41.8,36.1,38.0,Plywood,38.0
DEL,DEL1068,24/12/2025,30,TUB-410,4,36.1,49.55,54.51,47.07,49.55,Tuberías,198.2
DEL,DEL1069,02/03/2025,10,ELÉ-322,2,6.78,8.97,9.87,8.52,8.97,Eléctrico,17.94
DEL,DEL1069,02/03/2025,20,PLY-965,4,21.38,29.81,32.79,28.32,29.81,Plywood,119.24
DEL,DEL1070,21/02/2025,10,PLY-922,2,6.92,9.58,10.54,9.1,9.58,Plywood,19.16
DEL,DEL1070,21/02/2025,20,PLY-636,5,7.62,14.16,15.58,13.45,14.16,Plywood,70.8
DEL,DEL1071,28/01/2026,10,HER-361,2,12.46,22.76,25.04,21.62,22.76,Herramientas,45.52
DEL,DEL1071,28/01/2026,20,PLY-268,1,35.48,55.52,61.07,52.74,55.52,Plywood,55.52
DEL,DEL1072,26/03/2025,10,PLY-673,3,12.32,18.07,19.88,17.17,18.07,Plywood,54.21
DEL,DEL1073,07/10/2025,10,CEM-945,3,5.52,10.27,11.3,9.76,10.27,Cemento,30.81
DEL,DEL1073,07/10/2025,20,PLY-818,2,16.43,21.68,23.85,20.6,21.68,Plywood,43.36
DEL,DEL1074,02/07/2025,10,PLY-361,3,5.2,7.25,7.98,6.89,7.25,Plywood,21.75
DEL,DEL1074,02/07/2025,20,ELÉ-399,3,35.54,54.57,60.03,51.84,54.57,Eléctrico,163.71
DEL,DEL1075,18/03/2025,10,ACE-831,3,13.07,19.14,21.05,18.18,19.14,Acero,57.42
DEL,DEL1075,18/03/2025,20,TUB-810,5,23.1,31.48,34.63,29.91,31.48,Tuberías,157.4
DEL,DEL1075,18/03/2025,30,PLY-821,4,10.23,16.33,17.96,15.51,16.33,Plywood,65.32
DEL,DEL1076,09/11/2025,10,CEM-884,4,31.55,42.34,46.57,40.22,42.34,Cemento,169.36
DEL,DEL1077,09/06/2025,10,PLY-174,2,39.44,70.01,77.01,66.51,70.01,Plywood,140.02
DEL,DEL1077,09/06/2025,20,PIN-317,3,36.33,54.58,60.04,51.85,54.58,Pinturas,163.74
DEL,DEL1077,09/06/2025,30,CEM-378,3,36.01,63.54,69.89,60.36,63.54,Cemento,190.62
DEL,DEL1078,03/02/2026,10,ELÉ-943,5,23.69,34.15,37.57,32.44,34.15,Eléctrico,170.75
DEL,DEL1078,03/02/2026,20,PLY-986,5,16.6,23.04,25.34,21.89,23.04,Plywood,115.2
DEL,DEL1078,03/02/2026,30,ACE-580,3,23.18,42.43,46.67,40.31,42.43,Acero,127.29
DEL,DEL1079,22/06/2025,10,FER-622,4,11.34,19.28,21.21,18.32,19.28,Ferretería,77.12
DEL,DEL1079,22/06/2025,20,ELÉ-481,4,30.03,50.52,55.57,47.99,50.52,Eléctrico,202.08
DEL,DEL1080,16/01/2026,10,ELÉ-109,2,36.14,63.26,69.59,60.1,63.26,Eléctrico,126.52
DEL,DEL1080,16/01/2026,20,PIN-438,2,11.17,17.56,19.32,16.68,17.56,Pinturas,35.12
DEL,DEL1081,16/10/2025,10,PLY-315,5,9.33,16.63,18.29,15.8,16.63,Plywood,83.15
DEL,DEL1081,16/10/2025,20,CEM-683,2,20.53,36.32,39.95,34.5,36.32,Cemento,72.64
DEL,DEL1081,16/10/2025,30,CEM-318,1,30.27,43.19,47.51,41.03,43.19,Cemento,43.19
DEL,DEL1082,21/12/2025,10,ACA-602,4,22.53,38.81,42.69,36.87,38.81,Acabados,155.24
DEL,DEL1082,21/12/2025,20,PLY-658,3,18.92,32.55,35.8,30.92,32.55,Plywood,97.65
DEL,DEL1083,14/03/2025,10,CEM-950,4,23.54,43.49,47.84,41.32,43.49,Cemento,173.96
DEL,DEL1083,14/03/2025,20,TUB-941,4,31.07,54.45,59.9,51.73,54.45,Tuberías,217.8
DEL,DEL1083,14/03/2025,30,PLY-872,5,23.93,41.1,45.21,39.05,41.1,Plywood,205.5
DEL,DEL1084,14/09/2025,10,PLY-612,1,16.51,22.81,25.09,21.67,22.81,Plywood,22.81
DEL,DEL1084,14/09/2025,20,CEM-346,5,23.6,37.83,41.61,35.94,37.83,Cemento,189.15
DEL,DEL1084,14/09/2025,30,CEM-616,2,13.69,22.42,24.66,21.3,22.42,Cemento,44.84
DEL,DEL1084,14/09/2025,40,PLY-672,5,6.81,10.29,11.32,9.78,10.29,Plywood,51.45
DEL,DEL1085,18/05/2025,10,PIN-255,1,30.28,47.95,52.75,45.55,47.95,Pinturas,47.95
DEL,DEL1085,18/05/2025,20,CEM-560,4,20.65,35.37,38.91,33.6,35.37,Cemento,141.48
DEL,DEL1085,18/05/2025,30,FER-417,4,10.52,13.91,15.3,13.21,13.91,Ferretería,55.64
DEL,DEL1085,18/05/2025,40,HER-764,1,21.34,36.71,40.38,34.87,36.71,Herramientas,36.71
DEL,DEL1086,17/03/2026,10,PIN-836,4,30.82,41.54,45.69,39.46,41.54,Pinturas,166.16
DEL,DEL1086,17/03/2026,20,ACA-860,4,38.87,57.65,63.42,54.77,57.65,Acabados,230.6
DEL,DEL1086,17/03/2026,30,CEM-537,1,7.06,9.24,10.16,8.78,9.24,Cemento,9.24
DEL,DEL1087,23/03/2025,10,CEM-839,5,23.43,39.82,43.8,37.83,39.82,Cemento,199.1
DEL,DEL1087,23/03/2025,20,PLY-636,4,33.7,56.28,61.91,53.47,56.28,Plywood,225.12
DEL,DEL1088,23/04/2025,10,PIN-937,1,16.54,23.4,25.74,22.23,23.4,Pinturas,23.4
DEL,DEL1088,23/04/2025,20,PLY-462,4,6.9,10.19,11.21,9.68,10.19,Plywood,40.76
DEL,DEL1088,23/04/2025,30,PLY-214,2,12.54,17.21,18.93,16.35,17.21,Plywood,34.42
DEL,DEL1088,23/04/2025,40,FER-125,1,12.45,19.4,21.34,18.43,19.4,Ferretería,19.4
DEL,DEL1089,30/01/2025,10,TUB-273,1,10.85,16.86,18.55,16.02,16.86,Tuberías,16.86
DEL,DEL1090,29/10/2025,10,HER-965,5,16.52,31.03,34.13,29.48,31.03,Herramientas,155.15
DEL,DEL1090,29/10/2025,20,ELÉ-754,5,39.14,71.55,78.7,67.97,71.55,Eléctrico,357.75
DEL,DEL1091,15/10/2025,10,TUB-875,2,22.96,35.13,38.64,33.37,35.13,Tuberías,70.26
DEL,DEL1091,15/10/2025,20,PLY-755,1,37.56,68.21,75.03,64.8,68.21,Plywood,68.21
DEL,DEL1092,03/06/2025,10,CEM-675,5,11.7,17.98,19.78,17.08,17.98,Cemento,89.9
DEL,DEL1092,03/06/2025,20,CEM-873,5,6.49,9.31,10.24,8.84,9.31,Cemento,46.55
